C	Clicks	Iterative	MAP@10	MAP@15	MAP@20	MAP@5	MAP@50	Model	NDCG	Precision@10	Precision@15	Precision@20	Precision@5	Precision@50	R-Precision	Recall@10	Recall@15	Recall@20	Recall@5	Recall@50	SampleFromAll
0.0	0.58	True	0.2606957671957672	0.2346123259456593	0.2218892696857093	0.3015555555555556	0.1825208636177849	Greedy	0.13905957860782006	0.19666666666666666	0.18666666666666665	0.1816666666666667	0.28	0.14000000000000004	0.11206621013484176	0.030940373702892026	0.04401337943536792	0.05766368718918776	0.022555874965322933	0.11206621013484176	True
0.0	0.2266666666666667	True	0.3248650793650794	0.3217631997631997	0.3149629943643102	0.333	0.27624478901430843	Greedy	0.2140397010665904	0.3233333333333333	0.3111111111111111	0.2883333333333333	0.30666666666666664	0.22133333333333333	0.1794716690950211	0.05419140230309418	0.0777208494777481	0.09664803304014782	0.02607754752096609	0.18322828285163484	False
0.0	0.6833333333333333	False	0.2330555555555555	0.21186953786953788	0.1967841910125192	0.2647777777777777	0.1503363536248673	Greedy	0.1064161754873621	0.19	0.16000000000000006	0.14333333333333334	0.2266666666666667	0.10466666666666667	0.07874047385036337	0.028234084942470282	0.03615820619243526	0.043336958757341816	0.017144251313037383	0.08019249405238357	True
0.0	0.18333333333333326	False	0.3882222222222222	0.35600743700743703	0.3374760656583412	0.4301111111111111	0.2784362162008829	Greedy	0.21266397647735147	0.30666666666666664	0.2888888888888889	0.275	0.38666666666666666	0.21000000000000005	0.1696975374746387	0.049688554464527517	0.07085172296676623	0.09002223197758012	0.03130366550727033	0.17118563271273393	False
0.0	0.64	True	0.2600648148148148	0.2352649880983214	0.21836540774040766	0.29911111111111105	0.16839166991820914	ThompsonSampling	0.12611122816114226	0.2	0.18	0.1633333333333333	0.2733333333333333	0.12400000000000005	0.09726435099233864	0.030990584154715	0.0420167827166014	0.050948206970313305	0.0220209577682486	0.09800509173307938	True
0.0	0.1733333333333333	True	0.3864457671957672	0.374867792701126	0.3644127124309013	0.3968888888888888	0.30417031717826465	ThompsonSampling	0.2260641844288896	0.35666666666666663	0.34	0.3266666666666666	0.40666666666666657	0.22466666666666668	0.18384551943811964	0.05965131571361159	0.0849307185613426	0.10803992382427978	0.03336885175196005	0.1869840475766478	False
0.0	0.93	False	0.15776984126984128	0.14184393384393384	0.13230413918010667	0.1882222222222222	0.10778065743810596	ThompsonSampling	0.08194577684937379	0.12666666666666665	0.10222222222222224	0.105	0.14666666666666667	0.08466666666666668	0.064745318079522	0.019595685576591512	0.02407914620694989	0.03335434096215665	0.01087370839609552	0.06613420696841088	True
0.0	0.21333333333333326	False	0.3768267195767196	0.35624182607515936	0.34208327300780866	0.3947777777777778	0.2835782872296711	ThompsonSampling	0.215499666316918	0.3333333333333333	0.3022222222222222	0.29	0.3933333333333333	0.21666666666666667	0.17620301019168275	0.0541765169696974	0.07461461065028695	0.09459133695157562	0.032507560377553084	0.1784949774836501	False
0.5	0.7100000000000001	True	0.2749021164021164	0.2492899076232409	0.2328421942193227	0.3228888888888888	0.18063010990355816	UCB	0.1360464394910728	0.20666666666666667	0.19555555555555554	0.17833333333333332	0.2533333333333333	0.132	0.10272106314482328	0.032522937294829045	0.04648267727750985	0.05667463930884972	0.01989425298005313	0.1042554546792148	True
0.5	0.18333333333333326	True	0.3654880952380953	0.3590106005106006	0.350314881927498	0.3783333333333333	0.2946861778562631	UCB	0.22517586035939965	0.3566666666666666	0.34444444444444444	0.3083333333333333	0.3666666666666665	0.2253333333333333	0.1843302680690004	0.05958046399761244	0.08560178068862061	0.10184553199387676	0.030273489675505538	0.18949260573133805	False
0.5	0.8133333333333334	False	0.2059285714285714	0.18123839123839128	0.1666753534563132	0.2411111111111111	0.12780369114716475	UCB	0.09603616289415498	0.15333333333333335	0.12444444444444445	0.12333333333333335	0.20000000000000004	0.09400000000000004	0.07129406622844929	0.02413570112527984	0.028755687977687138	0.03806576987307201	0.016288835801561825	0.07353312346750653	True
0.5	0.19	False	0.36877513227513226	0.3462613435946769	0.33052456090091537	0.391	0.2736452621040753	UCB	0.20865004293213985	0.3266666666666666	0.2888888888888889	0.2766666666666666	0.4133333333333332	0.2093333333333333	0.17011363679465066	0.05399816502467709	0.07111388354624858	0.09180534637882226	0.03408506828411552	0.17245851413952806	False
1.0	0.7166666666666667	True	0.2791494708994709	0.24418870635537304	0.2258667762978909	0.3473333333333333	0.1779030651937301	UCB	0.13991580594807568	0.18333333333333326	0.17111111111111116	0.16666666666666666	0.2866666666666667	0.13533333333333336	0.10443579901760762	0.02968025933211293	0.040849848589468565	0.0534166463249787	0.023246350262593668	0.10875818958999818	True
1.0	0.2	True	0.3521574074074074	0.34632001948668617	0.3372413834373973	0.3678888888888888	0.2895601485593581	UCB	0.2184527986148405	0.34	0.3133333333333333	0.3116666666666668	0.3533333333333333	0.21733333333333327	0.18164849370105784	0.056897548560145186	0.0784467602452156	0.10442701845617818	0.029068716738307337	0.18244214449470866	False
1.0	0.8433333333333334	False	0.18089021164021168	0.16307199590532925	0.14944117299825502	0.20788888888888885	0.1166325212279114	UCB	0.08439256751473488	0.14333333333333334	0.1177777777777778	0.10166666666666667	0.1866666666666667	0.08333333333333334	0.06516177859296904	0.022280803665884173	0.027239254640575368	0.031522984630158686	0.01490780562199695	0.06516177859296904	True
1.0	0.17666666666666667	False	0.3809880952380953	0.3548222703222702	0.3377169062734077	0.4094444444444445	0.27402694071257466	UCB	0.20728447900957056	0.32	0.2933333333333333	0.2783333333333333	0.4	0.20600000000000002	0.16618078895014002	0.053588787584574735	0.07326129579219832	0.0918367216991934	0.033081541488757193	0.16693836470771575	False
2.0	0.4966666666666666	True	0.2820185185185185	0.2518172814839482	0.2317062631998777	0.3332222222222222	0.17728052097044306	UCB	0.1331455813121193	0.21333333333333326	0.17555555555555555	0.1683333333333333	0.28	0.12600000000000006	0.09782709898985244	0.034228504686196086	0.04168823775032157	0.05340953542788998	0.02263679288100377	0.0993151942279477	True
2.0	0.2	True	0.3801097883597884	0.363243466410133	0.3517028526455771	0.3953333333333333	0.2951719962267133	UCB	0.22658394370470025	0.3366666666666667	0.31555555555555553	0.3133333333333333	0.39333333333333337	0.228	0.1862544761718544	0.05566445515439282	0.07909405852586697	0.10476823901388453	0.03303301001198878	0.18918797785535604	False
2.0	1.1900000000000002	False	0.15075793650793656	0.13662176712176716	0.1257567593511866	0.16866666666666666	0.10394766025453336	UCB	0.08210653030113073	0.12000000000000002	0.10000000000000002	0.08833333333333335	0.16000000000000006	0.08533333333333334	0.06663244884622785	0.01848253176664958	0.023287971016581203	0.02818390750565495	0.012546432138931196	0.0673268932906723	True
2.0	0.16999999999999998	False	0.3662817460317461	0.3423793798793799	0.3279656207941812	0.4022222222222222	0.2746305411020205	UCB	0.2111432069657201	0.30666666666666664	0.2933333333333333	0.28	0.3666666666666666	0.21133333333333326	0.16902327775502715	0.050469756688398114	0.07267096681220267	0.09216712029664946	0.030344767920427805	0.1741753941571436	False
0.0	0.6333333333333334	True	0.2420304232804233	0.2218460120126787	0.20926577262606674	0.2718888888888889	0.17161605092083854	Greedy	0.1320101364626725	0.1933333333333333	0.17111111111111116	0.175	0.24	0.134	0.10498135890012518	0.02981328034078336	0.039866816952783934	0.05508039324779082	0.019882080275762874	0.10653258545135172	True
0.0	0.22333333333333333	True	0.3757314814814815	0.3604188712522046	0.3466546533818205	0.3911111111111111	0.29173838769362825	Greedy	0.22125089360847072	0.3466666666666666	0.32	0.3016666666666666	0.3666666666666668	0.22133333333333333	0.1815448344836584	0.05766791176198127	0.07919997249406549	0.1007623794348214	0.03012417041140468	0.18541388210270604	False
0.0	0.7866666666666666	False	0.19788624338624336	0.18432938666272	0.17322898730812816	0.21322222222222226	0.13620075072841684	Greedy	0.09836372186483447	0.17333333333333334	0.15333333333333332	0.13666666666666666	0.21333333333333326	0.10133333333333333	0.07834282690843491	0.02614249039887584	0.03454749587463636	0.0416347274368986	0.015575748603998343	0.07903727135287934	True
