Iterative,R-Precision,NDCG,MAP@5,MAP@10,Precision@5,Precision@10,Recall@5,Recall@10
False,0.16126765768740797,0.22211316554341445,0.5487742782152231,0.5029707849018872,0.49984251968503934,0.43055118110236223,0.035882742855792626,0.061286823028274234
True,0.16805896648761331,0.2318665467136039,0.5683385826771654,0.5252900262467192,0.5316535433070866,0.45740157480314964,0.03829971134118608,0.06524512501500562
